Food,l_class,NA,K,CA,MG,P,FE,ZN,CU,MN
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エメンタール,13.0,500.0,110.0,1200.0,32.0,720.0,0.0,4.0,1.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カテージ,13.0,400.0,50.0,55.0,4.0,130.0,0.0,1.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カマンベール,13.0,800.0,120.0,460.0,20.0,330.0,0.0,3.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　クリーム,13.0,260.0,70.0,70.0,8.0,85.0,0.0,1.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ゴーダ,13.0,800.0,75.0,680.0,31.0,490.0,0.0,4.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　チェダー,13.0,800.0,85.0,740.0,24.0,500.0,0.0,4.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　パルメザン,13.0,1500.0,120.0,1300.0,55.0,850.0,0.0,7.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ブルー,13.0,1500.0,120.0,590.0,19.0,440.0,0.0,3.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　マスカルポーネ,13.0,35.0,140.0,150.0,10.0,99.0,0.0,1.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　モッツァレラ,13.0,70.0,20.0,330.0,11.0,260.0,0.0,3.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　やぎ,13.0,480.0,260.0,130.0,20.0,270.0,0.0,1.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　リコッタ,13.0,160.0,210.0,340.0,20.0,200.0,0.0,0.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,13.0,1100.0,60.0,630.0,19.0,730.0,0.0,3.0,0.0,0.0
＜牛乳及び乳製品＞　（チーズ類）　チーズスプレッド,13.0,1000.0,50.0,460.0,14.0,620.0,0.0,2.0,0.0,0.0
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　高脂肪,13.0,80.0,160.0,130.0,14.0,110.0,0.0,1.0,0.0,0.0
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　普通脂肪,13.0,110.0,190.0,140.0,13.0,120.0,0.0,0.0,0.0,0.0
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスミルク,13.0,75.0,140.0,110.0,14.0,100.0,0.0,0.0,0.0,0.0
＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　普通脂肪,13.0,61.0,150.0,95.0,12.0,93.0,0.0,0.0,0.0,0.0
＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　低脂肪,13.0,45.0,80.0,60.0,9.0,45.0,0.0,0.0,0.0,0.0
＜牛乳及び乳製品＞　（アイスクリーム類）　ソフトクリーム,13.0,65.0,190.0,130.0,14.0,110.0,0.0,0.0,0.0,0.0
＜牛乳及び乳製品＞　（その他）　カゼイン,13.0,10.0,2.0,26.0,3.0,120.0,1.0,3.0,0.0,0.0
＜牛乳及び乳製品＞　（その他）　シャーベット,13.0,13.0,95.0,22.0,3.0,22.0,0.0,0.0,0.0,0.0
＜牛乳及び乳製品＞　（その他）　チーズホエーパウダー,13.0,690.0,1800.0,620.0,130.0,690.0,0.0,0.0,0.0,0.0
＜その他＞　人乳,13.0,15.0,48.0,27.0,3.0,14.0,0.0,0.0,0.0,0.0
＜その他＞　やぎ乳,13.0,35.0,220.0,120.0,12.0,90.0,0.0,0.0,0.0,0.0
（植物油脂類）　あまに油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　えごま油,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
（植物油脂類）　オリーブ油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　ごま油,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
（植物油脂類）　米ぬか油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　サフラワー油　ハイオレイック,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　サフラワー油　ハイリノール,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　大豆油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　調合油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　とうもろこし油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　なたね油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　パーム油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　パーム核油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　ひまわり油　ハイリノール,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　ひまわり油　ミッドオレイック,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　ひまわり油　ハイオレイック,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　ぶどう油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　綿実油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　やし油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（植物油脂類）　落花生油,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（動物油脂類）　牛脂,14.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
（動物油脂類）　たらのあぶら,14.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
（動物油脂類）　ラード,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（バター類）　無発酵バター　有塩バター,14.0,750.0,28.0,15.0,2.0,15.0,0.0,0.0,0.0,0.0
（バター類）　無発酵バター　食塩不使用バター,14.0,11.0,22.0,14.0,2.0,18.0,0.0,0.0,0.0,0.0
（バター類）　発酵バター　有塩バター,14.0,510.0,25.0,12.0,2.0,16.0,0.0,0.0,0.0,0.0
（マーガリン類）　マーガリン　家庭用　有塩,14.0,500.0,27.0,14.0,2.0,17.0,0.0,0.0,0.0,0.0
（マーガリン類）　マーガリン　家庭用　無塩,14.0,0.0,27.0,14.0,2.0,17.0,0.0,0.0,0.0,0.0
（マーガリン類）　マーガリン　業務用　有塩,14.0,490.0,27.0,14.0,2.0,17.0,0.0,0.0,0.0,0.0
（マーガリン類）　マーガリン　業務用　無塩,14.0,0.0,27.0,14.0,2.0,17.0,0.0,0.0,0.0,0.0
（マーガリン類）　ファットスプレッド,14.0,420.0,17.0,8.0,2.0,10.0,0.0,0.0,0.0,0.0
（その他）　ショートニング　家庭用,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（その他）　ショートニング　業務用　製菓,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
（その他）　ショートニング　業務用　フライ,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,16.0,2.0,5.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,16.0,4.0,5.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,16.0,2.0,5.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,16.0,2.0,7.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,16.0,3.0,5.0,2.0,1.0,8.0,0.0,0.0,0.0,0.2
＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,16.0,3.0,34.0,3.0,7.0,15.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ビール　黒,16.0,3.0,55.0,3.0,10.0,33.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,16.0,4.0,65.0,3.0,14.0,43.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　発泡酒,16.0,1.0,13.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,16.0,3.0,60.0,8.0,7.0,12.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,16.0,2.0,110.0,7.0,9.0,13.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,16.0,4.0,60.0,10.0,7.0,10.0,0.0,0.0,0.0,0.1
＜アルコール飲料類＞　（醸造酒類）　紹興酒,16.0,15.0,55.0,25.0,19.0,37.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ブランデー,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ジン,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ラム,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　梅酒,16.0,4.0,39.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　合成清酒,16.0,11.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　白酒,16.0,5.0,14.0,3.0,4.0,14.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,16.0,3.0,7.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　みりん　本直し,16.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　薬味酒,16.0,1.0,14.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　キュラソー,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　スイートワイン,16.0,5.0,70.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　ペパーミント,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,16.0,4.0,29.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,16.0,4.0,26.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,16.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
＜茶類＞　（緑茶類）　玉露　茶,16.0,11.0,2800.0,390.0,210.0,410.0,10.0,4.0,1.0,71.0
＜茶類＞　（緑茶類）　玉露　浸出液,16.0,2.0,340.0,4.0,15.0,30.0,0.0,0.0,0.0,4.6
＜茶類＞　（緑茶類）　抹茶　茶,16.0,6.0,2700.0,420.0,230.0,350.0,17.0,6.0,0.6,0.0
＜茶類＞　（緑茶類）　せん茶　茶,16.0,3.0,2200.0,450.0,200.0,290.0,20.0,3.0,1.3,55.0
＜茶類＞　（緑茶類）　せん茶　浸出液,16.0,3.0,27.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
＜茶類＞　（緑茶類）　かまいり茶　浸出液,16.0,1.0,29.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
＜茶類＞　（緑茶類）　番茶　浸出液,16.0,2.0,32.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0
＜茶類＞　（緑茶類）　ほうじ茶　浸出液,16.0,1.0,24.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
＜茶類＞　（緑茶類）　玄米茶　浸出液,16.0,2.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,16.0,1.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
＜茶類＞　（発酵茶類）　紅茶　茶,16.0,3.0,2000.0,470.0,220.0,320.0,17.0,4.0,2.1,21.0
＜茶類＞　（発酵茶類）　紅茶　浸出液,16.0,1.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
＜コーヒー・ココア類＞　コーヒー　浸出液,16.0,1.0,65.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0
＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,16.0,32.0,3600.0,140.0,410.0,350.0,3.0,0.0,0.0,1.9
＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,16.0,30.0,60.0,22.0,6.0,19.0,0.0,0.0,0.0,0.0
＜コーヒー・ココア類＞　ココア　ピュアココア,16.0,16.0,2800.0,140.0,440.0,660.0,14.0,7.0,3.8,0.0
＜コーヒー・ココア類＞　ココア　ミルクココア,16.0,270.0,730.0,180.0,130.0,240.0,3.0,2.0,1.0,1.0
＜その他＞　青汁　ケール,16.0,230.0,2300.0,1200.0,210.0,270.0,3.0,2.0,0.0,3.0
＜その他＞　甘酒,16.0,60.0,14.0,3.0,5.0,21.0,0.0,0.0,0.0,0.0
＜その他＞　昆布茶,16.0,20000.0,580.0,88.0,51.0,14.0,1.0,0.0,0.0,0.0
＜その他＞　スポーツドリンク,16.0,31.0,26.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
＜その他＞　（炭酸飲料類）　果実色飲料,16.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
＜その他＞　（炭酸飲料類）　コーラ,16.0,2.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0
＜その他＞　（炭酸飲料類）　サイダー,16.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,16.0,3.0,9.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0
＜その他＞　なぎなたこうじゅ　浸出液,16.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
＜その他＞　麦茶　浸出液,16.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
＜調味料類＞　（ウスターソース類）　ウスターソース,17.0,3300.0,190.0,59.0,24.0,11.0,2.0,0.0,0.1,0.0
＜調味料類＞　（ウスターソース類）　中濃ソース,17.0,2300.0,210.0,61.0,23.0,16.0,2.0,0.0,0.0,0.0
＜調味料類＞　（ウスターソース類）　濃厚ソース,17.0,2200.0,210.0,61.0,26.0,17.0,2.0,0.0,0.0,0.0
＜調味料類＞　（ウスターソース類）　お好み焼きソース,17.0,1900.0,240.0,31.0,20.0,28.0,1.0,0.0,0.1,0.0
＜調味料類＞　（辛味調味料類）　トウバンジャン,17.0,7000.0,200.0,32.0,42.0,49.0,2.0,0.0,0.0,0.0
＜調味料類＞　（辛味調味料類）　チリペッパーソース,17.0,630.0,130.0,15.0,13.0,24.0,2.0,0.0,0.0,0.1
＜調味料類＞　（辛味調味料類）　ラー油,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,17.0,5700.0,390.0,29.0,65.0,160.0,2.0,1.0,0.0,1.0
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,17.0,3300.0,260.0,31.0,74.0,170.0,2.0,1.0,0.0,1.0
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,17.0,6300.0,320.0,24.0,50.0,130.0,1.0,1.0,0.0,1.0
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,17.0,5000.0,330.0,19.0,54.0,130.0,1.0,1.0,0.0,0.7
＜調味料類＞　（しょうゆ類）　たまりしょうゆ,17.0,5100.0,810.0,40.0,100.0,260.0,3.0,1.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,17.0,4900.0,530.0,23.0,89.0,220.0,2.0,1.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　しろしょうゆ,17.0,5600.0,95.0,13.0,34.0,76.0,1.0,0.0,0.0,0.0
＜調味料類＞　（しょうゆ類）　だししょうゆ,17.0,2800.0,230.0,16.0,35.0,89.0,0.9,0.4,0.0,0.5
＜調味料類＞　（しょうゆ類）　照りしょうゆ,17.0,1600.0,110.0,10.0,20.0,51.0,0.5,0.2,0.04,0.31
＜調味料類＞　（食塩類）　食塩,17.0,39000.0,100.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　並塩,17.0,38000.0,160.0,55.0,73.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,17.0,19000.0,19000.0,2.0,240.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,17.0,18000.0,25000.0,390.0,530.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　精製塩　家庭用,17.0,39000.0,2.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　精製塩　業務用,17.0,39000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　黒酢,17.0,10.0,47.0,5.0,21.0,52.0,0.0,0.0,0.0,1.0
＜調味料類＞　（食酢類）　穀物酢,17.0,6.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　米酢,17.0,12.0,16.0,2.0,6.0,15.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,17.0,29.0,140.0,17.0,11.0,22.0,1.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　果実酢　ぶどう酢,17.0,4.0,22.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　果実酢　りんご酢,17.0,18.0,59.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　あごだし,17.0,10.0,19.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　かつおだし　荒節,17.0,21.0,29.0,2.0,3.0,18.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　かつおだし　本枯れ節,17.0,21.0,32.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　昆布だし　水出し,17.0,61.0,140.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　昆布だし　煮出し,17.0,73.0,160.0,5.0,8.0,4.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,17.0,34.0,63.0,3.0,4.0,13.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,17.0,30.0,58.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　しいたけだし,17.0,3.0,29.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　煮干しだし,17.0,38.0,25.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　鶏がらだし,17.0,40.0,60.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　中華だし,17.0,20.0,90.0,3.0,5.0,40.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　洋風だし,17.0,180.0,110.0,5.0,6.0,37.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　固形ブイヨン,17.0,17000.0,200.0,26.0,19.0,76.0,0.0,0.0,0.1,0.1
＜調味料類＞　（だし類）　顆粒おでん用,17.0,22000.0,210.0,30.0,33.0,130.0,0.8,0.4,0.05,0.33
＜調味料類＞　（だし類）　顆粒中華だし,17.0,19000.0,910.0,84.0,33.0,240.0,1.0,1.0,0.0,0.0
＜調味料類＞　（だし類）　顆粒和風だし,17.0,16000.0,180.0,42.0,20.0,260.0,1.0,1.0,0.0,0.0
＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,17.0,700.0,53.0,4.0,8.0,23.0,0.2,0.1,0.0,0.12
＜調味料類＞　（だし類）　めんつゆ　ストレート,17.0,1300.0,100.0,8.0,15.0,48.0,0.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,17.0,2600.0,160.0,12.0,25.0,67.0,1.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,17.0,3900.0,220.0,16.0,35.0,85.0,1.0,0.0,0.0,0.0
＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,17.0,6700.0,200.0,22.0,31.0,69.0,0.6,0.3,0.03,0.33
＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,17.0,6500.0,270.0,61.0,43.0,100.0,1.8,0.6,0.14,0.09
＜調味料類＞　（調味ソース類）　甘酢,17.0,470.0,5.0,2.0,1.0,1.0,0.0,0.1,0.0,0.0
＜調味料類＞　（調味ソース類）　エビチリの素,17.0,680.0,150.0,8.0,10.0,45.0,0.3,0.1,0.03,0.22
＜調味料類＞　（調味ソース類）　オイスターソース,17.0,4500.0,260.0,25.0,63.0,120.0,1.0,2.0,0.0,0.4
＜調味料類＞　（調味ソース類）　黄身酢,17.0,2300.0,47.0,57.0,6.0,210.0,1.8,1.4,0.05,0.03
＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,17.0,8300.0,480.0,3.0,14.0,180.0,0.0,1.0,0.0,0.0
＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,17.0,8600.0,260.0,25.0,53.0,180.0,2.0,5.0,1.0,0.0
＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,17.0,9600.0,190.0,6.0,14.0,70.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,17.0,9000.0,230.0,20.0,90.0,57.0,1.0,1.0,0.0,0.0
＜調味料類＞　（調味ソース類）　ごま酢,17.0,670.0,110.0,180.0,61.0,100.0,1.7,1.0,0.26,0.49
＜調味料類＞　（調味ソース類）　ごまだれ,17.0,1700.0,210.0,220.0,100.0,200.0,2.3,1.6,0.42,0.75
＜調味料類＞　（調味ソース類）　三杯酢,17.0,780.0,56.0,5.0,11.0,27.0,0.2,0.2,0.0,0.08
＜調味料類＞　（調味ソース類）　二杯酢,17.0,2500.0,180.0,14.0,32.0,81.0,0.8,0.5,0.0,0.44
＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,17.0,2500.0,18.0,3.0,5.0,10.0,0.1,0.1,0.0,0.0
＜調味料類＞　（調味ソース類）　すし酢　にぎり用,17.0,3900.0,23.0,4.0,7.0,12.0,0.1,0.2,0.0,0.0
＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,17.0,3400.0,21.0,4.0,6.0,11.0,0.1,0.1,0.0,0.0
＜調味料類＞　（調味ソース類）　中華風合わせ酢,17.0,2200.0,160.0,12.0,28.0,69.0,0.7,0.4,0.01,0.47
＜調味料類＞　（調味ソース類）　デミグラスソース,17.0,520.0,180.0,11.0,11.0,53.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　テンメンジャン,17.0,2900.0,350.0,45.0,61.0,140.0,2.0,1.0,0.0,1.0
＜調味料類＞　（調味ソース類）　冷やし中華のたれ,17.0,2300.0,89.0,7.0,13.0,29.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　ホワイトソース,17.0,380.0,62.0,34.0,5.0,42.0,0.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,17.0,2300.0,280.0,24.0,33.0,72.0,0.7,0.4,0.02,0.46
＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,17.0,3100.0,180.0,16.0,25.0,60.0,1.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　マーボー豆腐の素,17.0,1400.0,55.0,12.0,0.0,35.0,1.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　マリネ液,17.0,370.0,26.0,4.0,3.0,6.0,0.2,0.0,0.01,0.04
＜調味料類＞　（調味ソース類）　ミートソース,17.0,610.0,250.0,17.0,0.0,47.0,1.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,17.0,12000.0,82.0,110.0,10.0,18.0,1.0,0.0,0.0,0.0
＜調味料類＞　（調味ソース類）　焼き鳥のたれ,17.0,2300.0,160.0,13.0,27.0,71.0,0.7,0.4,0.02,0.46
＜調味料類＞　（調味ソース類）　焼き肉のたれ,17.0,3300.0,230.0,23.0,35.0,90.0,0.9,0.5,0.03,0.51
＜調味料類＞　（調味ソース類）　みたらしのたれ,17.0,650.0,120.0,6.0,10.0,24.0,0.2,0.1,0.01,0.13
